web-scraper-order,web-scraper-start-url,birth-place,native-language,other-languages,age-sex,age-of-english-onset,english-method,english-residence,length-residence,mp3-link,website-tag
"1676625402-3131","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=70","birth place: henley on thames, oxfordshire, uk (map)","english","other language(s): none","age, sex: 69, male","age of english onset: 0","english learning method: naturalistic","english residence: uk","length of english residence: 69 years","/soundtracks/english13.mp3","english13"
"1676625407-3132","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=69","birth place: leicester, uk (map)","english","other language(s): french","age, sex: 71, female","age of english onset: 0","english learning method: naturalistic","english residence: uk","length of english residence: 71 years","/soundtracks/english12.mp3","english12"
"1676625410-3133","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=68","birth place: staffordshire, uk (map)","english","other language(s): french","age, sex: 35, female","age of english onset: 0","english learning method: naturalistic","english residence: uk","length of english residence: 35 years","/soundtracks/english11.mp3","english11"
"1676625412-3134","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=67","birth place: youngstown, ohio, usa (map)","english","other language(s): spanish","age, sex: 18, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 18 years","/soundtracks/english104.mp3","english104"
"1676625415-3135","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=66","birth place: staten island, new york, usa (map)","english","other language(s): german","age, sex: 21, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 21 years","/soundtracks/english103.mp3","english103"
"1676625417-3136","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=65","birth place: torrington, connecticut, usa (map)","english","other language(s): none","age, sex: 22, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 22 years","/soundtracks/english102.mp3","english102"
"1676625420-3137","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=64","birth place: toronto, ontario, canada (map)","english","other language(s): french mandarin","age, sex: 18, female","age of english onset: 0","english learning method: naturalistic","english residence: canada","length of english residence: 18 years","/soundtracks/english101.mp3","english101"
"1676625422-3138","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=63","birth place: miami, florida, usa (map)","english","other language(s): none","age, sex: 23, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 23 years","/soundtracks/english100.mp3","english100"
"1676625425-3139","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=62","birth place: davenport, iowa, usa (map)","english","other language(s): none","age, sex: 35, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 35 years","/soundtracks/english10.mp3","english10"
"1676625428-3140","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=61","birth place: pittsburgh, pennsylvania, usa (map)","english","other language(s): mandarin","age, sex: 42, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 41 years","/soundtracks/english1.mp3","english1"
"1676625430-3141","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=60","birth place: benin city, nigeria (map)","edo","other language(s): pidgin","age, sex: 25, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/edo1.mp3","edo1"
"1676625433-3142","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=59","birth place: okene, nigeria (map)","ebira","other language(s): hausa","age, sex: 35, male","age of english onset: 3","english learning method: naturalistic","english residence: usa","length of english residence: 7 years","/soundtracks/ebira1.mp3","ebira1"
"1676625435-3143","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=58","birth place: amsterdam, netherlands (map)","dutch","other language(s): french german","age, sex: 41, male","age of english onset: 14","english learning method: academic","english residence: uk","length of english residence: 0.1 years","/soundtracks/dutch2.mp3","dutch2"
"1676625438-3144","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=57","birth place: nijmegen, netherlands (map)","dutch","other language(s): german","age, sex: 38, male","age of english onset: 13","english learning method: academic","english residence: uk","length of english residence: 0.1 years","/soundtracks/dutch1.mp3","dutch1"
"1676625440-3145","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=56","birth place: kabul, zoroastrian, afghanistan (map)","dari","other language(s): farsi urdu hindi-urdu","age, sex: 25, female","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 5 years","/soundtracks/dari1.mp3","dari1"
"1676625443-3146","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=55","birth place: haslev, denmark (map)","danish","other language(s): french italian","age, sex: 37, female","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/danish2.mp3","danish2"
"1676625445-3147","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=54","birth place: horsens, denmark (map)","danish","other language(s): kiswahili","age, sex: 45, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 8 years","/soundtracks/danish1.mp3","danish1"
"1676625448-3148","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=53","birth place: prague, czech republic (map)","czech","other language(s): russian spanish","age, sex: 27, female","age of english onset: 10.5","english learning method: academic","english residence: usa","length of english residence: 1.5 years","/soundtracks/czech1.mp3","czech1"
"1676625451-3149","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=52","birth place: saipan, saipan, northern mariana islands (map)","chamorro","other language(s): japanese","age, sex: 18, male","age of english onset: 1","english learning method: naturalistic","english residence: usa","length of english residence: 0.2 years","/soundtracks/chamorro1.mp3","chamorro1"
"1676625453-3150","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=51","birth place: tarragona, spain (map)","catalan","other language(s): spanish french","age, sex: 39, male","age of english onset: 13","english learning method: academic","english residence: uk","length of english residence: 0.2 years","/soundtracks/catalan1.mp3","catalan1"
"1676625456-3151","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=50","birth place: saipan, saipan, northern mariana islands (map)","carolinian","other language(s): chamorro chuukese","age, sex: 32, female","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 10 years","/soundtracks/carolinian1.mp3","carolinian1"
"1676625458-3152","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=49","birth place: hong kong, china (map)","cantonese","other language(s): mandarin","age, sex: 18, male","age of english onset: 14","english learning method: academic","english residence: new zealand","length of english residence: 0.7 years","/soundtracks/cantonese5.mp3","cantonese5"
"1676625461-3153","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=48","birth place: fuzhou, fujian, china (map)","cantonese","other language(s): mandarin","age, sex: 29, female","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/cantonese4.mp3","cantonese4"
"1676625464-3154","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=47","birth place: hong kong, china (map)","cantonese","other language(s): french mandarin","age, sex: 22, male","age of english onset: 6","english learning method: academic","english residence: uk","length of english residence: 0.1 years","/soundtracks/cantonese3.mp3","cantonese3"
"1676625466-3155","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=46","birth place: hong kong, china (map)","cantonese","other language(s): mandarin","age, sex: 20, male","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/cantonese2.mp3","cantonese2"
"1676625469-3156","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=45","birth place: hong kong, china (map)","cantonese","other language(s): mandarin","age, sex: 22, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/cantonese1.mp3","cantonese1"
"1676625471-3157","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=44","birth place: sofia, bulgaria (map)","bulgarian","other language(s): russian","age, sex: 23, male","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 9 years","/soundtracks/bulgarian5.mp3","bulgarian5"
"1676625474-3158","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=43","birth place: plovdiv, bulgaria (map)","bulgarian","other language(s): russian","age, sex: 22, male","age of english onset: 20","english learning method: naturalistic","english residence: usa","length of english residence: 2 years","/soundtracks/bulgarian4.mp3","bulgarian4"
"1676625476-3159","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=42","birth place: sofia, bulgaria (map)","bulgarian","other language(s): russian","age, sex: 27, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 10 years","/soundtracks/bulgarian3.mp3","bulgarian3"
"1676625479-3160","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=41","birth place: sofia, bulgaria (map)","bulgarian","other language(s): russian","age, sex: 53, female","age of english onset: 42","english learning method: academic","english residence: usa","length of english residence: 11 years","/soundtracks/bulgarian2.mp3","bulgarian2"
"1676625481-3161","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=40","birth place: plovdiv, bulgaria (map)","bulgarian","other language(s): russian","age, sex: 25, female","age of english onset: 16","english learning method: academic","english residence: usa","length of english residence: 7 years","/soundtracks/bulgarian1.mp3","bulgarian1"
"1676625484-3162","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=39","birth place: sarajevo, bosnia and herzegovina (map)","bosnian","other language(s): slovenian","age, sex: 21, male","age of english onset: 10","english learning method: naturalistic","english residence: usa","length of english residence: 0.1 years","/soundtracks/bosnian2.mp3","bosnian2"
"1676625487-3163","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=38","birth place: doboj, bosnia and herzegovina (map)","bosnian","other language(s): german russian","age, sex: 39, male","age of english onset: 37","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/bosnian1.mp3","bosnian1"
"1676625489-3164","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=37","birth place: chittagong, bangladesh (map)","bengali","other language(s): hindi-urdu spanish","age, sex: 24, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 5 years","/soundtracks/bengali4.mp3","bengali4"
"1676625492-3165","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=36","birth place: dhaka, bangladesh (map)","bengali","other language(s): urdu hindi-urdu spanish","age, sex: 19, female","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 6 years","/soundtracks/bengali3.mp3","bengali3"
"1676625494-3166","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=35","birth place: lusaka, zambia (map)","bengali","other language(s): french","age, sex: 25, female","age of english onset: 2","english learning method: naturalistic","english residence: usa","length of english residence: 21 years","/soundtracks/bengali2.mp3","bengali2"
